date,price,bedrooms,bathrooms,sqm_living,sqm_lot,floors,waterfront,view,condition,grade,yr_built,renovated,yr_renovated,zipcode,city_encoded,lat,long,sqm_living15,sqm_lot15
3,657100,4,1.0,129.14,393.91,1.0,False,0,3,7,1924,False,1924,98103,11,47.6596,-122.338,168.15,393.91
3,184000,3,1.75,138.43,940.64,1.0,False,0,4,7,1962,False,1962,98001,1,47.3075,-122.284,231.14,462.75
3,549000,4,2.5,270.35,588.82,2.0,False,0,3,8,2008,False,2008,98059,5,47.4804,-122.126,232.26,545.99
3,650000,3,1.5,200.67,836.13,1.0,False,2,4,8,1949,False,1949,98177,11,47.7241,-122.369,279.64,836.13
3,800000,3,2.5,301.01,729.94,2.0,False,0,3,10,1994,False,1994,98075,20,47.5857,-122.038,275.92,729.94
3,220000,4,1.5,115.2,891.87,1.0,False,0,3,7,1971,False,1971,98023,0,47.3206,-122.397,115.2,891.13
3,712198,4,2.5,227.61,394.56,2.0,False,0,3,8,2013,False,2013,98052,19,47.7048,-122.113,275.92,435.25
3,300000,3,2.0,97.55,935.72,1.0,False,0,3,7,1986,False,1986,98019,8,47.7341,-121.976,104.98,937.11
3,232000,2,1.0,111.48,749.08,1.0,False,0,4,6,1958,False,1958,98198,11,47.4204,-122.324,111.48,696.77
3,855000,4,2.75,241.55,500.75,1.0,False,0,4,8,1960,False,1960,98199,11,47.6382,-122.397,236.9,520.26
3,890000,5,3.5,417.13,557.42,2.0,False,0,3,10,2006,False,2006,98027,18,47.5396,-122.073,420.85,557.42
3,665000,4,2.5,260.13,548.13,1.0,False,0,3,8,1963,False,1963,98115,11,47.6809,-122.286,239.69,548.13
3,831000,4,3.0,201.6,371.61,2.0,False,0,4,9,1982,True,2011,98112,11,47.6196,-122.292,155.15,371.61
3,524000,3,1.75,144.93,512.82,1.0,False,0,4,6,1944,False,1944,98199,11,47.6515,-122.399,136.57,557.42
3,865000,4,3.0,342.81,919.0,2.0,False,0,3,10,1998,False,1998,98075,20,47.5937,-121.982,318.66,1049.25
3,509900,3,2.5,166.3,250.84,2.0,False,0,3,8,2010,False,2010,98027,18,47.564,-122.093,175.59,285.96
3,600000,3,1.75,174.66,590.86,1.0,False,0,4,7,1945,False,1945,98115,11,47.6878,-122.286,164.44,573.68
3,1030000,5,2.75,296.36,1571.92,1.0,False,3,3,9,1976,False,1976,98006,21,47.5641,-122.16,288.0,1217.03
3,400000,2,1.75,196.03,884.34,1.0,False,0,2,7,1948,False,1948,98155,11,47.7504,-122.306,137.5,884.34
3,340000,2,1.5,107.77,133.59,2.0,False,0,3,7,2001,False,2001,98144,11,47.5917,-122.295,113.34,161.65
3,219900,4,1.5,104.05,504.18,1.0,False,0,3,6,1969,True,2014,98042,3,47.3628,-122.087,106.84,492.76
3,501000,4,1.0,192.31,698.54,1.0,False,0,3,7,1963,False,1963,98008,21,47.632,-122.119,160.72,698.54
3,620000,3,1.75,137.5,202.99,2.5,False,0,3,9,2005,False,2005,98034,16,47.6945,-122.17,137.5,226.78
3,541125,5,2.75,254.55,782.8,1.0,False,0,4,8,1960,False,1960,98006,21,47.5563,-122.184,187.66,815.97
3,615000,4,1.75,213.68,1086.97,1.0,False,0,4,9,1977,False,1977,98052,19,47.6331,-122.094,263.84,1114.84
3,499000,4,2.5,270.35,601.92,2.0,False,0,3,7,2006,False,2006,98065,15,47.5402,-121.887,215.53,481.05
3,631625,4,2.5,226.68,617.9,2.0,False,0,3,9,2014,False,2014,98117,11,47.6971,-122.371,125.42,710.99
3,780000,4,2.5,253.63,955.14,2.0,False,2,3,9,1996,False,1996,98074,20,47.6227,-122.029,255.48,670.76
3,830000,4,2.5,315.87,900.42,2.0,False,0,3,9,2007,False,2007,98052,19,47.708,-122.109,285.21,685.16
3,627000,4,2.25,184.88,716.47,1.0,False,0,3,8,1973,False,1973,98027,18,47.5688,-122.087,159.79,686.83
3,478000,3,2.5,282.43,421.32,2.0,False,0,3,9,2007,False,2007,98056,5,47.51,-122.185,248.05,433.49
3,340000,5,1.0,104.05,838.17,1.5,False,0,4,7,1962,False,1962,98034,16,47.7296,-122.24,121.7,696.77
3,755000,4,2.5,196.95,947.8,1.0,False,0,4,7,1960,False,1960,98005,21,47.5858,-122.17,145.86,999.82
3,406100,3,2.25,130.99,123.75,3.0,False,0,3,8,2005,False,2005,98103,11,47.6916,-122.34,132.85,134.52
3,670000,3,2.5,156.08,185.81,3.0,False,0,3,9,1909,True,1998,98105,11,47.6604,-122.29,181.16,464.52
3,309950,3,2.5,174.66,728.17,2.0,False,0,3,7,1994,False,1994,98055,5,47.4439,-122.19,168.15,735.33
3,328000,4,2.5,220.18,603.87,2.0,False,0,3,9,1998,False,1998,98092,1,47.3328,-122.173,240.62,570.15
3,400000,2,1.0,78.04,511.9,1.0,False,0,3,7,1955,False,1955,98136,11,47.5247,-122.391,151.43,511.9
3,549000,2,1.0,105.91,501.68,1.0,False,0,5,7,1908,False,1908,98112,11,47.6205,-122.294,141.21,445.93
3,416286,3,2.5,130.81,91.88,3.0,False,0,3,8,2005,False,2005,98115,11,47.6856,-122.315,130.81,124.68
3,398750,3,2.5,207.17,371.61,2.0,False,0,3,7,1954,False,1954,98144,11,47.5801,-122.306,121.7,371.61
3,800866,5,2.5,295.43,1282.62,2.0,False,0,4,10,1990,False,1990,98033,16,47.652,-122.182,295.43,1281.88
3,415000,3,2.25,150.5,92.72,2.5,False,0,3,8,2010,False,2010,98027,18,47.5401,-122.027,150.5,120.68
3,570000,3,2.25,186.74,557.42,1.0,False,0,3,8,1975,False,1975,98052,19,47.6912,-122.115,193.24,767.38
3,366750,3,3.0,145.95,187.39,3.0,False,0,3,8,2008,False,2008,98125,11,47.7338,-122.309,141.21,139.08
3,585000,2,1.0,164.44,802.68,1.5,False,0,3,6,1949,False,1949,98117,11,47.6926,-122.363,98.48,446.31
3,890000,4,4.25,410.63,534.19,2.0,False,0,3,10,2006,False,2006,98027,18,47.5404,-122.073,410.63,534.19
3,405000,2,3.0,130.99,115.2,2.0,False,0,3,8,2006,False,2006,98136,11,47.5221,-122.39,130.99,118.27
3,206000,2,1.0,75.25,665.0,1.0,False,0,5,6,1944,False,1944,98168,11,47.4882,-122.325,101.26,665.0
3,287000,3,1.0,134.71,557.42,1.0,False,0,4,7,1953,False,1953,98118,11,47.5238,-122.287,108.7,600.52
3,309950,4,2.75,214.61,464.52,2.0,False,0,3,7,2006,False,2006,98038,4,47.3614,-122.035,183.95,464.52
3,485000,4,3.0,217.39,654.78,1.0,False,0,4,8,1979,False,1979,98034,16,47.7306,-122.227,133.78,751.4
3,329950,2,1.0,105.91,487.74,1.5,False,0,4,6,1949,False,1949,98133,11,47.731,-122.341,134.71,487.74
3,1425000,2,2.5,206.24,371.61,2.0,False,0,3,9,2000,False,2000,98112,11,47.6364,-122.28,173.73,371.61
3,823000,6,1.75,271.28,464.52,2.5,False,0,4,9,1908,False,1908,98122,11,47.6024,-122.295,187.66,464.52
3,497300,6,2.75,297.29,854.71,1.0,False,2,4,8,1953,False,1953,98146,11,47.492,-122.364,206.24,882.58
4,475000,6,3.0,322.37,10926.51,1.5,False,0,3,7,1924,False,1924,98028,10,47.7663,-122.234,196.95,1588.64
4,218000,3,1.75,171.87,713.87,1.0,False,0,3,8,1979,False,1979,98023,0,47.2975,-122.37,180.23,708.85
4,390000,5,3.75,268.49,464.52,1.0,False,0,3,7,2006,False,2006,98108,11,47.5701,-122.296,179.3,475.38
4,484000,2,1.75,154.22,557.42,1.0,False,0,3,7,1942,False,1942,98105,11,47.6624,-122.291,154.22,371.61
4,515000,3,2.5,166.3,665.84,2.0,False,0,3,8,1989,False,1989,98074,20,47.6176,-122.045,156.08,689.15
4,407000,4,2.25,261.06,2173.93,1.0,False,1,3,7,1958,False,1958,98198,11,47.395,-122.311,172.8,1384.25
4,612500,4,2.0,191.38,464.52,1.0,False,0,3,7,1949,True,2013,98117,11,47.6992,-122.379,118.92,464.52
4,1225000,4,2.25,324.23,641.59,2.0,False,0,4,10,1928,False,1928,98199,11,47.6424,-122.407,235.97,578.14
4,485000,3,2.0,131.92,379.04,1.5,False,0,3,7,1905,True,2013,98103,11,47.6872,-122.349,131.92,426.42
4,191000,3,1.5,74.32,822.19,1.0,False,0,4,6,1959,False,1959,98023,0,47.3266,-122.348,76.18,815.22
4,1050000,3,2.5,204.39,183.02,2.0,False,0,3,9,2008,False,2008,98102,11,47.6426,-122.327,175.59,325.63
4,365000,3,1.5,121.7,758.09,1.0,False,0,3,7,1950,False,1950,98133,11,47.7291,-122.339,101.26,702.35
4,1870000,5,4.0,418.99,1409.8,2.0,False,0,3,10,1969,True,2002,98040,22,47.5309,-122.228,326.09,1254.19
4,78000,2,1.0,72.46,1518.41,1.0,False,0,1,5,1942,False,1942,98168,11,47.4739,-122.28,157.94,964.98
4,272000,3,2.5,153.29,1283.55,2.0,False,0,3,7,1998,False,1998,98014,9,47.6553,-121.912,153.29,1406.92
4,404000,4,1.75,170.94,995.92,1.0,False,0,3,7,1958,False,1958,98008,21,47.6074,-122.125,170.94,840.21
4,197000,3,1.75,157.01,718.6,1.0,False,0,4,7,1976,False,1976,98001,1,47.3324,-122.28,146.79,697.05
4,367500,3,1.5,130.99,896.24,1.0,False,0,3,8,1961,False,1961,98177,11,47.7608,-122.361,194.17,861.4
4,329350,2,1.0,66.89,621.24,1.0,False,0,3,6,1942,False,1942,98117,11,47.7001,-122.362,78.04,621.24
4,360000,4,2.0,248.98,1743.6,1.0,False,0,5,8,1965,False,1965,98001,1,47.3182,-122.279,114.27,1463.22
4,762300,4,2.5,360.46,1351.74,2.0,False,0,3,10,1987,False,1987,98074,20,47.6378,-122.04,301.01,1304.82
4,219000,2,1.0,83.61,479.38,1.0,False,0,3,6,1952,False,1952,98106,11,47.525,-122.356,83.61,479.38
4,387000,3,1.0,114.27,888.9,1.0,False,0,5,7,1962,False,1962,98056,5,47.539,-122.179,117.99,889.55
4,736000,4,2.5,212.75,1119.2,2.0,False,0,4,9,1988,False,1988,98006,21,47.5599,-122.105,290.79,1455.42
4,385000,3,1.75,176.52,512.82,1.0,False,0,3,7,1982,False,1982,98118,11,47.5549,-122.292,123.56,482.72
4,379900,4,1.75,139.35,1077.67,1.0,False,0,4,7,1955,False,1955,98028,10,47.7373,-122.241,161.65,1077.67
4,175000,3,1.0,93.83,653.48,1.0,False,0,3,7,1954,False,1954,98055,5,47.49,-122.22,133.78,1021.38
4,499000,2,1.75,108.7,222.97,1.0,False,0,4,7,1903,False,1903,98103,11,47.6653,-122.333,145.86,364.09
4,979000,3,2.5,249.91,375.98,3.0,False,0,3,10,2014,False,2014,98117,11,47.6797,-122.385,189.52,464.52
4,455000,5,2.5,208.1,721.86,1.0,False,0,3,7,1978,False,1978,98034,16,47.7198,-122.171,169.08,721.86
4,606000,4,2.5,196.03,1286.71,2.0,False,0,3,9,1987,False,1987,98027,18,47.5497,-122.077,234.12,947.05
4,279900,3,1.75,146.79,757.25,1.0,False,1,4,7,1962,False,1962,98198,11,47.3672,-122.312,153.29,757.25
4,353000,3,1.0,125.42,719.07,1.0,False,0,4,6,1947,False,1947,98125,11,47.7098,-122.291,104.98,719.07
4,1800000,5,5.0,417.13,954.95,2.0,False,0,3,10,2013,False,2013,98004,21,47.5974,-122.202,231.33,954.95
4,685000,4,2.5,281.5,730.59,2.0,False,0,3,9,1999,False,1999,98074,20,47.6075,-122.017,259.2,653.48
4,562000,5,2.25,282.43,753.54,2.0,False,0,3,8,1984,False,1984,98052,19,47.7157,-122.103,187.66,771.47
4,369950,3,2.0,117.99,122.63,3.0,False,0,3,8,2006,False,2006,98103,11,47.6937,-122.342,127.28,122.63
4,910000,3,3.5,280.57,379.23,2.0,False,0,3,9,1954,True,2004,98199,11,47.651,-122.409,191.38,473.99
4,675000,2,1.0,86.4,3388.92,1.0,False,2,3,6,1951,False,1951,98006,21,47.5699,-122.164,260.13,1035.03
4,312000,4,2.0,120.77,655.34,1.0,False,0,3,7,1950,True,2013,98146,11,47.5071,-122.369,144.93,659.61
4,362000,3,2.25,152.36,1335.39,1.0,False,0,4,7,1963,False,1963,98148,11,47.4476,-122.332,187.66,975.48
4,325000,4,2.5,175.59,571.91,1.0,False,0,3,7,1980,False,1980,98106,11,47.551,-122.356,147.72,646.05
4,535000,3,2.5,171.87,939.16,2.0,False,0,3,8,1991,False,1991,98034,16,47.7163,-122.229,165.37,897.44
4,450000,2,2.0,102.19,278.71,1.5,False,0,3,7,1912,True,2005,98117,11,47.6797,-122.362,129.14,371.61
4,1135000,4,2.75,313.08,752.79,1.0,False,3,3,9,1970,True,2014,98136,11,47.5232,-122.383,196.95,590.86
4,390000,3,1.75,117.06,603.87,1.0,False,0,4,7,1966,False,1966,98008,21,47.6224,-122.116,139.35,715.35
4,650000,3,1.5,151.43,694.45,1.0,False,1,3,7,1940,False,1940,98115,11,47.6725,-122.272,215.53,694.45
4,250000,3,1.0,97.55,638.62,1.0,False,0,3,6,1954,False,1954,98133,11,47.762,-122.355,139.35,831.85
4,776000,4,2.5,282.43,596.9,2.0,False,0,3,8,2008,False,2008,98052,19,47.6788,-122.117,282.43,724.64
4,460000,2,2.25,114.27,86.31,2.0,False,0,3,8,2004,False,2004,98122,11,47.6191,-122.301,117.99,127.28
4,530000,5,2.5,270.35,895.21,1.0,False,0,4,7,1964,False,1964,98008,21,47.5803,-122.119,262.92,964.8
4,725126,4,2.5,297.29,1149.12,2.0,False,0,3,10,1998,False,1998,98059,5,47.5273,-122.143,350.24,1204.02
4,469000,2,1.0,95.69,408.77,1.0,False,0,3,7,1924,False,1924,98117,11,47.681,-122.361,130.06,390.19
4,397000,4,2.0,133.78,713.5,1.0,False,0,3,7,1971,False,1971,98034,16,47.7245,-122.2,135.64,897.44
4,345000,4,2.5,216.56,355.45,2.0,False,0,3,8,2007,False,2007,98058,5,47.4444,-122.182,226.78,355.45
4,234000,3,1.75,138.43,777.23,1.0,False,0,4,7,1975,False,1975,98042,3,47.375,-122.14,138.43,693.89
4,345000,3,1.0,103.12,580.64,1.0,False,0,3,7,1956,False,1956,98115,11,47.6977,-122.292,186.74,645.12
4,655500,4,3.5,314.01,773.88,2.0,False,0,3,8,2000,False,2000,98177,11,47.7741,-122.379,206.24,773.88
4,580000,4,3.25,331.57,773.6,2.0,False,0,3,10,2013,False,2013,98055,5,47.4595,-122.208,236.9,487.83
4,1580000,4,3.25,349.32,1014.5,1.5,False,0,5,9,1950,False,1950,98105,11,47.6687,-122.264,318.66,1026.58
4,575000,3,1.75,197.88,603.87,1.0,False,2,3,8,1954,False,1954,98199,11,47.6424,-122.386,187.66,464.52
4,295000,3,2.25,183.95,743.22,1.0,False,0,4,9,1974,False,1974,98023,0,47.3149,-122.378,219.25,743.22
4,513000,4,2.5,185.81,528.06,2.0,False,0,3,8,1996,False,1996,98028,10,47.7443,-122.22,205.32,656.45
4,533000,5,2.75,167.23,351.17,1.5,False,0,3,7,1926,False,1926,98103,11,47.6831,-122.343,130.06,351.17
4,610000,4,3.0,227.61,939.9,1.0,False,0,5,8,1967,False,1967,98006,21,47.5694,-122.132,235.04,940.64
4,488000,5,2.0,187.66,464.52,1.5,False,0,4,7,1938,False,1938,98117,11,47.6949,-122.37,140.28,613.16
4,561000,3,2.0,185.81,650.32,2.0,False,0,3,7,1916,True,1986,98136,11,47.5452,-122.393,170.94,650.32
4,284000,4,2.5,185.81,500.75,2.0,False,0,3,7,2003,False,2003,98042,3,47.3732,-122.129,216.46,500.75
4,500000,3,2.5,137.5,108.79,3.0,False,0,3,8,2006,False,2006,98112,11,47.62,-122.3,137.5,114.36
4,425000,4,2.0,141.21,741.64,1.0,False,0,5,7,1967,False,1967,98034,16,47.7357,-122.193,141.21,723.06
4,518000,3,1.5,132.85,743.22,1.0,False,0,4,7,1956,False,1956,98007,21,47.5874,-122.136,134.71,743.22
4,465000,3,2.25,183.02,1030.11,1.0,False,0,4,8,1967,False,1967,98155,11,47.7651,-122.277,183.02,972.69
5,1340000,3,3.0,274.99,510.97,2.0,False,2,3,10,1937,True,1990,98199,11,47.6356,-122.402,274.99,545.9
5,794154,4,2.0,205.32,794.88,1.0,False,1,4,8,1954,False,1954,98199,11,47.6498,-122.396,203.46,740.9
5,530000,3,1.0,124.49,398.0,1.0,False,0,3,7,1910,False,1910,98105,11,47.6633,-122.324,182.09,379.04
5,495000,4,2.75,246.75,1969.08,2.0,False,0,3,9,2014,False,2014,98001,1,47.3162,-122.272,172.8,1533.83
5,575000,4,2.0,153.29,464.52,1.0,False,0,3,7,1955,False,1955,98117,11,47.6781,-122.374,157.01,211.45
5,485000,3,2.0,149.57,386.48,1.0,False,0,4,7,1917,False,1917,98136,11,47.5421,-122.388,96.62,408.77
5,535000,3,2.5,211.82,212.65,2.0,False,0,3,8,2006,False,2006,98027,18,47.5375,-122.073,211.82,225.29
5,581000,4,2.0,233.19,1272.31,1.0,False,0,4,7,1961,True,2001,98033,16,47.7005,-122.174,113.34,1161.29
5,365000,5,2.75,223.9,464.79,1.0,False,0,3,7,2008,False,2008,98118,11,47.5298,-122.274,147.72,464.79
5,495000,3,1.0,91.97,557.42,1.0,False,0,3,6,1943,False,1943,98105,11,47.6718,-122.267,116.13,557.42
5,300000,2,1.0,70.61,278.8,1.0,False,0,3,6,1913,False,1913,98144,11,47.5874,-122.311,162.58,464.52
5,352000,5,2.5,224.83,795.25,1.0,False,2,3,7,1978,False,1978,98118,11,47.532,-122.285,205.32,654.04
5,420000,3,2.25,164.44,758.55,2.0,False,0,3,7,1977,False,1977,98034,16,47.7166,-122.236,153.29,758.55
5,310000,3,1.75,170.94,996.2,1.0,False,0,4,7,1974,False,1974,98058,5,47.429,-122.154,147.72,912.31
5,185000,4,1.0,138.43,613.16,1.0,False,0,3,7,1969,False,1969,98168,11,47.4835,-122.332,118.92,613.16
